"age","gender","college.degree","degree.level","non.sandler.trained","sandler.trained","prior.Industry","current.job.sales.years","avg.percent.of.revenue.goal","AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10"
31,1,"y","Associates","no","yes","Insurance",2,"50%",2,5,4,4,2,4,1,3,1,1,1,1,1,1,4,5,2,5,5,2,4,5,5,2,2,4,2,2,1,3,4,4,4,4,5,2,4,5,2,4
31,1,"y","Bachelors","no","yes","Manufacturing",3,"50%",2,4,4,4,3,3,2,3,2,1,4,3,4,3,4,2,2,1,2,1,5,4,5,5,1,1,1,2,1,1,4,2,2,1,2,2,4,3,2,2
31,1,"y","Masters","no","yes","Technology",3,"70%",4,5,5,4,4,4,2,2,1,4,2,3,2,4,4,2,2,3,2,2,3,2,4,5,4,4,2,4,4,4,2,2,4,4,4,4,4,4,2,4
31,1,"y","Associates","no","yes","Other",5,"30%",2,4,4,3,4,3,3,4,1,2,3,3,2,2,2,3,3,3,3,3,4,4,4,4,3,2,2,3,2,3,4,4,5,4,4,3,3,3,3,3
31,1,"y","Bachelors","yes","no","Technology",4,"30%",2,4,3,4,3,4,5,2,1,1,4,5,3,2,2,3,2,2,5,3,3,4,5,5,5,2,1,5,1,1,5,5,3,4,4,2,2,4,3,3
31,1,"y","Bachelors","yes","no","Manufacturing",2,"10%",1,5,4,4,4,5,2,2,5,1,2,1,3,2,4,5,2,2,4,3,2,4,5,4,4,2,2,3,2,3,5,5,5,4,4,4,4,4,4,4
31,1,"y","Masters","yes","no","Banking",3,"10%",4,4,3,4,3,4,4,5,1,2,2,3,3,4,4,3,4,4,5,2,4,4,4,5,2,2,2,4,1,2,2,2,2,2,2,1,3,4,2,2
31,1,"y","Masters","yes","no","Other",4,"40%",5,4,4,5,4,4,2,2,4,2,5,2,4,5,5,4,1,1,4,1,4,5,5,5,2,2,2,3,3,1,2,2,5,2,2,4,5,5,1,3
31,1,"y","Associates","yes","no","Retail",4,"20%",2,4,3,3,2,3,1,4,2,3,4,3,2,2,2,4,4,3,3,2,2,4,4,2,5,4,2,4,2,4,4,4,4,3,4,2,4,3,2,2
31,1,"y","Bachelors","yes","no","Retail",5,"20%",2,2,2,2,2,2,4,4,4,2,1,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
31,1,"y","Associates","yes","no","Building and Construction",4,"30%",4,3,2,4,2,4,4,2,3,1,4,3,4,4,4,2,2,2,4,2,3,4,4,4,3,3,2,4,2,2,3,2,4,2,4,3,4,4,2,2
31,1,"y","Bachelors","yes","no","Web Tech",5,"20%",4,3,4,4,4,4,2,4,1,1,4,4,4,4,4,2,2,2,2,2,5,5,5,5,3,1,1,2,1,2,4,4,3,3,3,2,4,4,3,3
31,1,"y","Bachelors","yes","yes","Technology",4,"50%",4,4,4,5,4,4,2,2,1,2,4,5,4,4,4,2,1,2,2,2,4,5,4,5,4,2,1,4,2,2,4,4,3,4,2,3,4,3,2,3
31,2,"n","Bachelors","yes","yes","Insurance",4,"60%",4,5,3,3,3,4,3,3,2,2,4,3,5,3,2,2,2,2,4,1,3,5,5,5,4,3,2,4,1,2,3,4,3,3,2,2,4,4,2,2
31,2,"n","Bachelors","yes","yes","High Tech Sales",5,"50%",3,4,3,3,3,3,4,4,4,3,5,4,4,3,4,2,2,2,3,4,5,5,4,4,3,3,3,3,2,2,3,4,4,3,4,3,2,4,4,4
31,2,"n","Bachelors","yes","no","Retail",5,"20%",2,4,3,3,3,4,3,3,2,1,4,3,2,3,3,4,2,3,3,1,3,5,5,5,4,3,2,4,2,3,3,4,3,2,2,3,2,4,3,2
31,2,"n","none","yes","no","Other",5,"20%",5,3,3,4,5,4,3,3,1,1,2,1,1,5,4,3,3,4,3,1,2,5,5,5,4,3,3,3,4,2,4,3,4,3,2,2,2,4,1,2
31,2,"n","none","yes","no","Office Manager",5,"10%",3,3,3,3,2,3,3,2,3,2,4,2,3,3,2,4,4,4,4,4,4,4,4,4,3,2,2,3,2,3,4,3,4,3,3,4,5,4,3,3
31,2,"n","none","no","no","Retail",5,"20%",5,4,4,2,4,5,2,2,1,2,5,5,4,5,2,2,4,1,2,1,4,4,4,4,2,4,1,2,1,2,4,4,2,4,2,5,4,2,2,4
31,2,"n","none","yes","no","Banking",3,"10%",4,5,5,4,4,4,1,1,1,2,4,5,5,4,4,2,2,3,2,1,4,4,4,4,3,3,2,4,5,3,5,5,5,5,4,5,5,5,5,4
31,2,"n","none","no","no","Other",2,"20%",5,4,3,4,3,3,2,3,2,1,5,3,2,4,3,2,2,2,2,2,4,5,4,4,2,3,2,3,2,2,3,2,3,2,4,2,4,4,3,2
31,2,"y","Masters","yes","no","Financial",4,"50%",3,4,3,3,4,3,2,2,2,2,4,4,2,3,3,2,3,2,3,3,4,3,3,4,2,2,2,3,2,2,4,3,4,3,4,4,4,3,3,2
31,2,"y","Masters","yes","no","Consulting",5,"50%",4,2,4,4,3,4,4,4,2,2,4,2,4,4,3,4,2,3,5,3,3,4,4,4,3,3,3,4,2,3,3,2,4,2,5,2,4,5,2,2
31,2,"y","Masters","no","yes","High Tech Sales",5,"60%",3,4,4,2,4,4,3,3,2,2,2,2,2,3,2,4,3,4,3,2,3,5,4,4,2,2,2,4,1,2,3,3,4,3,4,2,3,3,4,3
31,2,"y","Bachelors","no","no","Other",2,"10%",4,3,3,4,2,5,3,4,1,3,3,3,1,5,3,2,2,3,4,2,5,5,5,5,1,2,3,2,1,3,4,3,2,3,5,3,4,4,2,2
31,2,"y","Associates","no","yes","Health Care",2,"50%",4,4,5,4,4,5,2,2,2,1,4,4,3,4,4,2,2,2,3,2,3,5,5,4,3,2,1,4,1,3,3,3,3,4,4,3,5,4,3,4
31,2,"y","Masters","no","no","High Tech Sales",6,"40%",4,3,2,4,4,4,3,3,1,2,2,1,1,4,2,4,3,4,4,2,4,5,5,5,3,2,2,2,3,4,2,2,4,2,3,2,4,4,2,1
31,2,"y","Associates","no","no","Health Care",4,"30%",3,3,3,3,3,3,4,3,4,3,3,2,2,3,2,4,4,3,3,2,3,5,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4
31,2,"y","Masters","no","yes","Engineer",2,"20%",5,4,2,4,3,2,3,2,2,2,3,1,1,4,3,5,2,4,5,3,3,5,4,4,3,2,1,3,1,2,2,1,2,2,3,2,4,4,3,2
31,2,"y","Bachelors","no","yes","Construction",3,"30%",2,3,4,4,4,4,3,4,1,1,5,4,4,4,4,3,2,1,3,3,5,5,5,5,2,2,2,2,1,2,1,1,3,4,4,3,3,4,1,1
31,2,"y","Bachelors","no","yes","Building and Construction",4,"50%",2,5,4,4,4,5,4,4,1,2,2,4,2,4,4,3,2,4,4,4,4,4,4,4,3,3,2,4,4,4,2,2,5,3,2,4,4,5,3,4
32,1,"n","none","yes","no","Insurance",4,"20%",5,5,5,5,5,5,4,4,1,1,5,5,5,5,5,1,1,1,4,1,5,5,5,5,2,2,2,4,2,4,4,4,4,2,5,4,5,5,2,4
32,1,"n","none","yes","no","Other",4,"50%",4,3,3,3,4,3,3,3,1,1,3,3,3,4,3,2,2,3,2,2,3,5,5,4,3,2,2,3,1,2,4,4,2,2,4,2,4,4,3,3
32,1,"n","Bachelors","yes","no","Technology",4,"40%",3,4,2,4,3,4,2,3,1,1,3,3,5,3,3,3,2,3,2,2,2,5,5,5,3,2,3,4,2,3,4,4,1,2,2,2,3,3,4,1
32,1,"n","none","yes","no","Banking",3,"10%",5,5,4,4,3,4,2,1,1,2,4,3,3,4,4,4,2,2,3,1,2,3,5,5,3,4,2,4,1,3,5,5,5,4,5,3,4,5,3,2
32,1,"n","Bachelors","yes","no"," Construction",5,"30%",5,4,3,4,4,3,3,2,1,1,3,2,2,4,4,4,2,3,4,3,4,4,4,4,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,2
32,1,"n","Bachelors","no","yes","Consulting",4,"50%",4,4,3,4,2,3,3,2,2,1,4,5,5,4,4,2,2,2,2,2,3,5,3,4,2,2,2,4,1,1,4,4,3,2,2,4,4,3,1,2
32,1,"n","none","no","yes","Retail",4,"40%",4,4,4,4,3,4,3,4,2,1,4,3,3,4,4,2,2,2,3,3,5,5,5,4,2,2,2,2,2,2,3,3,3,2,4,3,4,4,3,3
32,1,"n","none","no","yes","Retail",4,"20%",3,3,3,4,4,3,4,2,1,2,3,3,3,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,4,2,4,2,4,4,3,2
32,1,"n","Bachelors","no","yes","Non-Profit",5,"20%",4,4,5,4,5,4,3,4,2,1,5,5,5,4,5,2,1,2,2,2,4,5,5,5,2,1,2,3,2,3,3,4,4,4,5,3,5,5,4,4
32,1,"n","Bachelors","no","yes","Technology",2,"30%",5,4,5,5,4,4,3,4,2,2,4,3,3,4,4,2,2,3,2,1,4,2,5,5,4,4,3,2,2,3,2,2,3,3,4,3,5,5,3,3
32,1,"y","Bachelors","yes","no","Manufacturing",3,"20%",2,3,3,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,1,"y","Bachelors","yes","no","Non-Profit",4,"10%",2,4,3,5,2,3,4,2,1,2,3,4,2,2,2,2,1,4,2,1,2,4,3,5,3,2,1,4,2,4,4,3,4,4,5,3,2,4,3,4
32,1,"y","Bachelors","yes","no","Building ",4,"20%",4,5,4,3,4,4,1,4,1,1,2,2,2,3,3,3,3,2,3,1,5,5,5,5,1,1,1,1,1,1,5,5,4,5,5,1,5,5,3,5
32,1,"y","Bachelors","yes","no","Manufacturing",5,"20%",4,3,3,3,1,3,3,3,4,2,3,3,2,3,3,3,3,2,2,3,3,4,4,4,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3,2
32,1,"y","Bachelors","yes","no","Manufacturing",5,"30%",4,4,5,4,3,4,1,4,1,1,3,4,5,4,5,2,2,2,3,1,1,2,5,5,2,2,2,4,2,1,5,4,3,2,4,2,5,4,2,3
32,1,"y","Bachelors","yes","no","Financial",5,"20%",4,5,4,4,3,4,2,3,4,4,4,4,1,4,5,2,1,2,2,2,2,5,4,2,4,3,3,3,2,4,2,3,3,2,4,4,4,4,2,2
32,1,"y","Masters","yes","no","Relail ",5,"10%",5,3,3,5,3,2,3,3,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
32,1,"y","Bachelors","yes","no","Manufacturing",5,"20%",5,4,4,2,4,5,3,2,3,1,3,5,4,2,4,1,1,2,1,2,5,5,5,5,2,1,2,2,1,3,2,5,4,3,2,4,5,4,4,1
32,1,"y","Masters","yes","no","Technology",3,"10%",5,3,3,4,5,3,3,4,2,2,5,5,5,5,4,2,2,1,3,1,4,5,5,5,3,2,2,3,1,2,4,4,5,2,4,2,5,4,2,3
32,1,"y","Masters","yes","no","Technology",2,"20%",4,2,1,2,3,2,4,4,3,4,2,1,1,4,1,5,4,3,5,4,4,4,4,3,4,4,4,4,4,3,3,2,3,2,3,2,3,2,2,1
32,1,"y","Bachelors","yes","no","Banking",4,"20%",4,5,4,5,4,3,3,2,1,1,4,4,5,4,5,2,1,2,2,2,4,4,5,4,4,2,2,4,4,4,5,5,3,1,3,4,4,4,4,1
32,1,"y","Bachelors","yes","no","Other",5,"20%",4,2,2,4,3,2,2,2,2,2,4,3,3,3,4,2,2,2,2,2,3,4,4,4,2,2,2,2,2,3,4,3,2,2,2,3,4,4,2,3
32,1,"y","Masters","yes","no","Non-Profit",5,"10%",5,5,4,4,4,4,2,2,1,1,4,4,4,5,4,2,2,2,2,1,3,4,4,4,3,2,1,2,1,2,4,4,4,3,3,4,4,4,3,3
32,1,"y","Bachelors","yes","no","Consulting",2,"10%",4,4,3,4,2,4,3,4,1,1,5,2,2,4,2,4,2,1,4,2,2,4,5,5,3,4,2,2,5,3,4,4,2,2,3,2,2,3,2,1
32,1,"y","Bachelors","yes","no","Technology",5,"60%",2,3,4,3,4,1,3,4,3,2,2,3,2,2,2,2,4,2,3,4,4,4,4,4,4,3,3,3,2,4,4,4,3,3,4,4,3,3,2,2
32,1,"y","Bachelors","yes","no","Non-Profit",5,"10%",4,4,3,3,4,4,4,4,1,1,2,2,2,4,4,5,2,5,5,2,4,3,5,5,3,1,1,4,2,2,5,5,4,4,4,1,4,5,1,4
32,2,"n","none","no","yes","Sales",5,"50%",5,4,4,4,3,4,2,2,1,1,4,4,5,5,4,2,2,4,2,1,4,4,4,5,2,2,2,2,4,2,5,4,5,4,4,4,4,4,4,3
32,2,"n","none","no","yes","Retail",2,"10%",4,5,5,4,4,2,2,2,2,1,4,3,3,4,4,2,2,2,3,3,4,5,5,2,2,1,1,3,1,3,5,5,4,4,5,4,5,5,4,4
32,2,"n","Bachelors","no","yes","Retail",3,"20%",5,4,4,3,3,4,2,2,1,2,3,2,1,5,2,4,3,4,4,1,5,5,5,5,2,1,1,1,1,2,4,2,4,2,4,2,4,4,1,2
32,2,"n","none","no","yes","Sales",4,"50%",2,4,2,4,4,2,4,2,2,1,4,2,1,2,2,4,2,2,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,4
32,2,"n","Associates","no","yes","Web Tech",4,"20%",3,2,2,4,4,3,5,3,5,2,5,5,5,3,4,1,2,1,1,2,4,5,5,4,3,3,3,3,1,3,4,4,2,2,3,2,4,3,3,1
32,2,"n","none","no","yes","Restaurant",4,"20%",4,4,2,4,2,3,4,4,1,2,4,4,2,4,4,2,2,4,2,2,5,5,2,5,2,2,2,2,2,4,4,4,4,2,4,2,4,4,2,2
32,2,"n","none","yes","yes","Insurance",5,"20%",4,4,4,4,3,4,2,1,2,2,2,3,1,4,4,2,2,2,2,4,4,5,3,4,4,2,2,3,1,2,2,2,2,2,4,2,4,2,1,1
32,2,"n","none","no","yes","Restaurant",5,"20%",5,5,4,5,4,4,1,1,1,2,5,5,5,5,5,1,1,1,1,1,4,5,5,5,1,1,1,3,1,1,1,1,2,1,1,1,4,5,1,1
32,2,"y","Bachelors","yes","yes","Insurance",4,"30%",5,4,3,3,3,4,3,4,4,1,4,5,5,5,5,1,2,2,1,2,3,3,5,5,3,2,1,1,1,1,1,1,1,1,5,3,4,4,2,2
32,2,"y","Bachelors","no","yes","Technology",2,"10%",4,4,4,4,3,3,3,3,3,2,3,4,1,4,3,2,3,3,4,3,2,4,4,2,4,4,2,4,2,3,4,4,2,2,2,2,2,3,1,1
32,2,"y","Masters","no","yes","Teacher",2,"10%",5,4,5,4,3,5,2,2,1,1,4,4,5,5,4,2,2,3,2,1,4,5,5,5,2,2,2,2,4,3,5,5,5,4,4,4,4,4,4,3
32,2,"y","Bachelors","yes","yes","Insurance",2,"20%",4,3,3,4,3,4,3,3,1,2,4,4,4,4,4,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,3,2,2,2,4,4,2,2
32,2,"y","Bachelors","no","yes","Other",2,"10%",4,2,1,4,1,1,5,4,4,1,3,1,4,4,4,4,2,4,4,5,4,2,4,4,2,2,2,1,2,2,2,2,2,4,2,2,2,1,2,1
32,2,"y","Bachelors","no","yes","Sales",2,"10%",4,5,5,4,4,5,1,4,1,2,5,5,4,2,4,2,2,1,4,2,2,4,2,2,4,2,2,5,1,2,2,4,4,5,4,2,5,2,4,5
32,2,"y","Bachelors","no","yes","Banking",3,"10%",4,2,2,2,2,4,5,5,2,2,5,1,1,4,2,5,4,2,5,3,3,5,4,4,4,3,3,2,2,4,1,1,3,2,1,1,3,2,3,1
32,2,"y","Bachelors","no","yes","Building ",4,"40%",4,3,3,2,2,3,4,4,1,3,3,2,1,4,2,4,4,2,4,4,2,2,4,4,5,4,2,4,2,4,4,3,2,3,2,1,3,3,2,2
32,2,"y","Masters","no","yes","Engineer",2,"20%",4,5,4,4,4,4,2,2,1,2,4,4,2,4,4,4,2,1,4,2,2,5,4,4,2,2,2,4,1,2,2,2,2,2,2,2,4,2,2,2
32,2,"y","Bachelors","no","yes","Consulting",4,"50%",4,3,3,4,4,4,3,3,2,3,4,4,3,4,4,2,2,2,3,2,5,5,5,5,2,2,2,3,2,3,3,3,3,2,3,3,4,4,3,3
33,1,"n","none","yes","no","none",4,"20%",5,5,4,4,2,4,3,3,1,2,4,4,3,5,2,1,2,3,2,2,4,5,5,2,3,1,1,2,2,2,4,4,5,4,4,3,5,4,3,3
33,1,"n","Bachelors","yes","no","Restaurant",3,"10%",4,4,4,3,4,4,2,3,4,2,3,3,4,4,4,2,3,3,2,2,4,5,5,4,2,2,1,3,1,2,4,4,3,1,4,3,4,4,1,2
33,1,"n","Associates","yes","no","Restaurant",4,"10%",5,4,3,4,3,5,4,3,1,2,4,2,4,5,4,4,2,3,3,2,2,4,5,5,2,4,4,5,1,4,4,4,3,1,3,4,4,5,4,3
33,1,"n","none","yes","no","Restaurant",5,"20%",5,4,3,4,4,5,1,3,1,1,4,3,1,5,3,1,1,2,3,1,3,5,5,4,3,1,1,3,1,3,1,1,4,4,3,3,5,5,3,4
33,1,"n","none","no","no","none",4,"10%",5,5,5,4,4,4,1,2,1,1,5,3,2,5,5,3,1,2,3,2,5,3,5,5,2,1,1,4,1,2,1,4,3,3,3,4,5,5,3,3
33,1,"n","none","no","no","none",4,"10%",4,4,2,4,3,4,3,3,2,1,3,5,4,4,3,2,3,4,3,2,2,3,4,4,3,3,4,4,4,4,3,3,5,2,4,4,4,3,1,2
33,1,"n","none","no","no","Banking",3,"10%",2,2,2,3,3,2,4,4,2,2,3,1,1,2,2,5,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,4,2,3,3,4,4,3,3
33,1,"n","none","no","yes","none",7,"20%",4,1,1,3,1,2,3,3,4,2,4,4,4,4,2,1,3,3,3,1,3,4,4,4,2,2,1,3,1,2,4,4,4,3,3,2,4,4,1,2
33,1,"y","Masters","yes","no","Banking",3,"10%",5,4,5,4,5,5,1,1,1,1,2,1,1,5,3,4,2,3,4,1,5,5,5,5,3,2,1,3,1,1,5,5,5,4,5,4,4,5,3,4
33,1,"y","Bachelors","no","yes","Building and Construction",4,"20%",2,2,2,2,2,2,4,3,4,2,4,2,1,2,2,3,3,2,4,3,2,3,4,5,3,2,3,4,3,3,2,3,3,2,3,2,2,3,2,2
33,1,"y","Masters","yes","yes","Government",2,"60%",3,3,3,4,4,4,2,3,2,3,4,4,2,3,4,3,2,2,2,3,3,4,4,4,3,2,2,2,3,2,3,3,3,3,3,2,4,4,2,2
33,1,"y","Bachelors","yes","no","Technology",4,"60%",5,5,4,3,4,4,2,3,2,2,4,3,2,4,3,2,2,2,2,1,4,4,4,4,4,4,4,4,2,3,3,4,3,3,4,3,2,3,2,2
33,1,"y","Associates","no","yes","Manufacturing",2,"20%",4,4,4,3,4,4,2,3,1,2,4,3,3,4,3,2,2,2,2,3,4,5,2,4,3,2,2,2,2,3,5,4,3,3,4,3,4,4,3,3
33,1,"y","Bachelors","no","yes","Insurance",3,"50%",5,3,3,4,2,5,1,1,1,1,2,2,4,4,2,4,3,3,4,1,1,2,3,2,4,4,4,5,4,1,3,3,4,5,5,3,5,5,4,2
33,1,"y","Bachelors","no","yes","Manufacturing",3,"50%",4,4,4,4,4,4,3,2,1,1,4,3,1,4,3,3,2,2,3,1,5,5,4,4,3,1,1,2,2,2,4,4,4,3,3,3,4,5,4,3
33,1,"y","Associates","yes","no","Technology",3,"50%",4,2,4,1,4,4,2,2,1,2,5,1,1,3,2,5,5,5,5,3,2,3,3,2,2,4,3,3,3,3,5,5,5,2,5,1,3,4,4,1
33,1,"y","Bachelors","yes","no","Other",2,"50%",2,4,4,3,3,4,4,5,4,2,4,3,2,2,2,3,4,4,3,4,2,2,5,4,4,4,3,4,4,4,2,3,4,3,4,4,2,4,4,3
33,1,"y","Associates","yes","no","Technology",6,"60%",5,4,4,4,4,4,2,2,1,1,4,5,5,4,4,2,1,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,4,4,2,4,4,4,2,2
33,1,"y","Associates","yes","no","Manufacturing",3,"50%",5,4,4,4,4,4,1,2,1,1,5,4,5,5,4,2,1,1,2,2,3,4,4,4,4,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3
33,1,"y","Bachelors","yes","no","Manufacturing",3,"50%",4,5,4,5,3,5,2,3,1,1,4,4,4,4,4,2,1,1,3,2,5,3,3,4,3,2,3,4,1,2,4,4,3,3,4,4,4,4,3,1
33,1,"y","Bachelors","yes","no","Web Tech",3,"20%",4,4,4,4,4,4,2,2,1,1,4,4,3,4,4,3,2,2,2,2,3,4,4,4,2,2,2,2,2,2,4,3,2,2,2,3,3,3,3,3
33,1,"y","Bachelors","yes","no","Retail",3,"20%",5,4,3,4,3,3,2,3,1,1,5,5,5,5,4,2,1,1,2,2,4,5,5,4,3,2,2,3,1,1,4,3,2,1,1,1,3,3,1,1
33,2,"n","none","no","yes","Retail",3,"20%",2,2,2,3,3,4,4,4,1,2,4,2,1,2,2,3,2,2,4,1,4,4,5,4,4,4,2,4,2,2,4,4,2,2,4,4,2,2,1,2
33,2,"n","none","yes","yes","Insurance",3,"30%",4,3,4,5,5,4,2,1,1,1,5,5,4,4,5,4,2,1,2,2,5,5,5,4,3,2,1,3,1,4,2,2,3,2,4,4,4,4,1,2
33,2,"n","Bachelors","yes","yes","Retail",3,"20%",5,4,4,5,5,5,3,3,5,1,5,3,3,5,4,3,4,3,3,5,4,3,4,4,4,4,3,4,4,4,1,3,4,5,4,4,5,5,5,5
33,2,"n","none","no","yes","Retail",2,"10%",3,5,4,4,4,4,2,3,1,1,4,2,2,3,3,4,1,2,4,1,3,5,5,4,4,3,3,5,1,3,2,2,3,3,2,3,3,3,2,1
33,2,"n","none","no","yes","Restaurant",5,"20%",5,2,4,3,4,2,3,4,2,2,4,3,3,5,4,3,3,3,4,2,3,2,2,2,3,5,5,4,4,4,4,3,3,3,3,4,4,4,2,5
33,2,"n","none","no","yes","Restaurant",2,"20%",3,5,5,3,3,5,3,5,1,1,3,5,2,3,4,1,2,3,2,3,4,5,3,3,4,2,2,3,4,3,3,2,5,4,4,3,4,5,4,3
33,2,"n","none","no","yes","Retail",3,"10%",4,4,3,3,2,3,2,2,1,2,5,3,2,4,3,2,1,1,1,1,2,5,5,5,4,3,2,2,5,3,2,3,4,3,5,2,4,4,3,2
33,2,"n","none","no","yes","Restaurant",4,"20%",5,4,3,2,4,3,3,2,4,3,5,4,5,4,3,2,3,2,2,2,4,5,5,3,3,2,2,4,1,4,2,2,2,1,3,1,2,2,3,1
33,2,"y","Bachelors","no","yes","Nurse",4,"40%",3,4,4,3,4,5,2,4,1,1,3,1,2,2,1,5,5,3,5,2,1,1,3,4,3,2,2,5,4,3,3,4,4,4,4,3,4,4,5,5
33,2,"y","Bachelors","no","yes","Health Care",8,"40%",4,3,4,4,4,4,3,4,1,1,2,1,2,4,3,5,3,2,5,3,2,3,5,4,4,3,3,4,4,4,3,4,4,5,4,3,4,4,5,5
33,2,"y","Masters","no","yes","High Tech Sales",8,"60%",3,2,2,2,3,3,3,3,2,2,4,3,3,3,2,3,4,2,3,2,4,4,4,5,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2
33,2,"y","Associates","no","yes","Other",2,"20%",4,4,5,4,5,4,2,4,2,3,4,5,4,4,4,1,2,2,2,2,4,4,2,2,4,4,3,4,4,4,4,4,4,5,4,5,2,4,2,5
33,2,"y","Bachelors","no","yes","Other",2,"40%",5,5,5,4,5,5,2,1,3,1,2,3,5,5,2,3,2,4,3,1,2,2,4,4,2,3,3,4,3,1,3,3,4,4,4,5,4,4,1,1
33,2,"y","Bachelors","no","yes","Other",7,"20%",4,5,4,4,4,4,2,2,1,2,4,3,3,4,4,2,1,2,3,2,3,4,3,2,4,4,4,4,2,2,5,4,3,3,3,2,5,4,4,4
33,2,"y","Bachelors","no","yes","Technology",8,"40%",3,4,3,4,4,4,3,3,1,1,3,3,2,3,3,3,3,3,3,2,3,4,5,4,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3
33,2,"y","Associates","no","yes","Day Care",4,"10%",5,5,5,4,4,4,2,3,5,5,5,5,4,5,3,1,1,1,1,1,4,4,4,4,3,2,2,3,4,3,2,1,1,1,1,1,1,3,1,1
33,2,"y","Bachelors","no","yes","Sales",8,"60%",4,4,4,5,3,2,3,2,2,1,5,4,4,4,4,1,1,1,3,2,1,5,5,5,5,5,5,5,3,3,3,4,4,4,4,3,4,3,2,1
34,1,"n","none","yes","no","Relail ",3,"20%",3,4,4,2,3,4,2,3,1,1,4,3,1,3,3,2,2,2,3,1,4,5,5,5,3,2,2,3,1,2,4,4,3,1,1,2,4,4,2,1
34,1,"n","none","yes","no","Relail ",4,"30%",5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,4,4,4,3,5,4,4,4
34,1,"n","none","yes","no","Banking",3,"10%",1,1,1,1,1,2,3,4,5,4,3,2,1,2,2,3,3,4,4,5,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2
34,1,"n","Bachelors","yes","no","Technology",5,"40%",2,3,3,4,4,3,2,3,2,2,2,2,4,2,4,4,2,4,4,3,4,4,4,4,3,2,2,4,2,2,4,4,3,3,4,2,4,4,4,3
34,1,"n","Associates","yes","no","Insurance",4,"50%",5,4,5,4,5,5,1,2,1,1,5,5,4,5,4,1,1,1,1,2,1,5,5,5,2,1,1,3,2,3,2,1,4,1,1,2,3,3,3,2
34,1,"n","none","yes","no","Banking",3,"10%",1,1,1,1,1,1,5,5,4,2,1,1,1,1,1,5,5,5,5,5,2,2,5,5,4,5,5,4,5,3,3,3,2,1,2,2,1,1,1,1
34,1,"n","Bachelors","no","yes","Technology",4,"50%",4,3,4,4,3,3,2,2,3,1,3,5,5,4,4,1,1,2,2,3,4,4,5,4,2,1,2,2,2,1,4,4,3,3,3,2,2,4,1,2
34,1,"n","none","yes","no","Retail",2,"10%",4,4,4,5,5,4,2,3,1,1,3,4,4,4,5,1,1,3,1,2,4,5,5,5,3,1,1,3,1,2,5,5,5,5,5,2,4,4,3,4
34,1,"n","none","yes","no","Non-Profit",3,"10%",2,3,2,1,2,3,4,5,4,3,2,3,4,3,2,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
34,1,"y","Associates","no","yes","Retail",4,"20%",5,5,5,4,4,4,2,2,2,5,5,3,3,4,4,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,2
34,1,"y","Bachelors","no","no","Restaurant",4,"20%",5,4,2,4,4,4,4,4,1,1,4,4,4,4,4,4,1,1,4,1,5,4,3,4,2,2,4,4,2,2,4,4,4,3,4,2,4,4,3,2
34,1,"y","Associates","no","no","Restaurant",5,"10%",4,4,2,2,4,3,3,2,1,1,5,3,4,4,3,3,2,1,3,2,4,5,4,3,2,2,2,2,1,2,1,1,1,1,1,2,3,3,1,1
34,1,"y","Masters","no","yes","Health Care",5,"60%",4,4,4,4,3,5,2,2,1,2,3,2,2,4,4,4,2,3,4,2,4,5,5,5,2,1,1,2,1,1,4,4,2,3,4,3,4,4,3,4
34,1,"y","Bachelors","no","no","Technology",5,"40%",5,4,3,5,3,4,4,3,1,1,5,5,5,5,5,2,1,2,3,1,3,5,5,5,2,1,1,4,2,1,5,5,4,2,1,4,4,3,1,1
